chr,start,end,strand,name,id
chr8,41660443,41660463,-,"hsa-miR-486-3p","MI0002470"
chr8,41660444,41660465,+,"hsa-miR-486-5p","MI0023622"
chr8,41660486,41660506,+,"hsa-miR-486-3p","MI0023622"
chr8,42896203,42896224,-,"hsa-miR-4469","MI0016820"
chr8,61714832,61714852,+,"hsa-miR-4470","MI0016821"
chr8,64379173,64379194,+,"hsa-miR-124-5p","MI0000444"
chr8,64379210,64379231,+,"hsa-miR-124-3p","MI0000444"
chr8,74548587,74548608,+,"hsa-miR-5681a","MI0019281"
chr8,74548584,74548605,-,"hsa-miR-5681b","MI0019293"
chr8,74705694,74705713,+,"hsa-miR-2052","MI0010486"
chr8,76966778,76966800,-,"hsa-miR-3149","MI0014176"
chr8,79332203,79332224,+,"hsa-miR-12123","MI0039725"
chr8,80241398,80241417,+,"hsa-miR-5708","MI0019316"
chr8,91205494,91205515,+,"hsa-miR-4661-5p","MI0017289"
chr8,91205531,91205552,+,"hsa-miR-4661-3p","MI0017289"
chr8,93029761,93029783,+,"hsa-miR-8084","MI0025920"
chr8,93916079,93916098,-,"hsa-miR-378d","MI0003840"
chr8,95072924,95072944,-,"hsa-miR-3150b-3p","MI0016426"
chr8,95072961,95072982,-,"hsa-miR-3150b-5p","MI0016426"
chr8,95072962,95072983,+,"hsa-miR-3150a-3p","MI0014177"
chr8,95072925,95072946,+,"hsa-miR-3150a-5p","MI0014177"
chr8,98393667,98393688,-,"hsa-miR-9903","MI0031831"
chr8,99536651,99536670,-,"hsa-miR-599","MI0003611"
chr8,99536830,99536851,-,"hsa-miR-875-5p","MI0005541"
chr8,99536797,99536817,-,"hsa-miR-875-3p","MI0005541"
chr8,100382811,100382832,+,"hsa-miR-4471","MI0016822"
chr8,100703002,100703024,-,"hsa-miR-7705","MI0025241"
chr8,102125483,102125504,+,"hsa-miR-5680","MI0019280"
chr8,103154623,103154643,+,"hsa-miR-3151-5p","MI0014178"
chr8,103154662,103154681,+,"hsa-miR-3151-3p","MI0014178"
chr8,104484384,104484405,-,"hsa-miR-548a-3p","MI0003612"
chr8,104484420,104484441,-,"hsa-miR-548a-5p","MI0003612"
chr8,112643553,112643575,+,"hsa-miR-2053","MI0010487"
chr8,116874740,116874759,-,"hsa-miR-3610","MI0016000"
chr8,119325190,119325211,+,"hsa-miR-548az-5p","MI0022212"
chr8,119325228,119325248,+,"hsa-miR-548az-3p","MI0022212"
chr8,123215831,123215854,-,"hsa-miR-4663","MI0017292"
chr8,123348088,123348112,+,"hsa-miR-548aa","MI0016689"
chr8,123348085,123348106,-,"hsa-miR-548d-5p","MI0003668"
chr8,123348049,123348070,-,"hsa-miR-548d-3p","MI0003668"
chr8,124508515,124508535,-,"hsa-miR-6844","MI0022690"
chr8,124821988,124822009,-,"hsa-miR-4662b","MI0017293"
chr8,124821990,124822011,+,"hsa-miR-4662a-5p","MI0017290"
chr8,124822027,124822048,+,"hsa-miR-4662a-3p","MI0017290"
chr8,127795965,127795985,+,"hsa-miR-1204","MI0006337"
chr8,127960640,127960659,+,"hsa-miR-1205","MI0006338"
chr8,128008901,128008921,+,"hsa-miR-1206","MI0006339"
chr8,128049159,128049179,+,"hsa-miR-1207-5p","MI0006340"
chr8,128049203,128049220,+,"hsa-miR-1207-3p","MI0006340"
chr8,128150127,128150146,+,"hsa-miR-1208","MI0006341"
chr8,129484067,129484088,-,"hsa-miR-3686","MI0016087"
chr8,130008360,130008381,-,"hsa-miR-5194","MI0018173"
chr8,133046494,133046516,-,"hsa-miR-7848-3p","MI0025518"
chr8,134800570,134800591,-,"hsa-miR-30b-5p","MI0000441"
chr8,134800532,134800553,-,"hsa-miR-30b-3p","MI0000441"
chr8,134804919,134804940,-,"hsa-miR-30d-5p","MI0000255"
chr8,134804879,134804900,-,"hsa-miR-30d-3p","MI0000255"
chr8,140732623,140732643,-,"hsa-miR-151a-5p","MI0000809"
chr8,140732587,140732607,-,"hsa-miR-151a-3p","MI0000809"
chr8,141786255,141786275,-,"hsa-miR-1302","MI0006368"
chr8,142176396,142176413,+,"hsa-miR-4472","MI0016823"
chr8,143733123,143733144,-,"hsa-miR-4664-5p","MI0017294"
chr8,143733089,143733110,-,"hsa-miR-4664-3p","MI0017294"
chr8,143812971,143812992,-,"hsa-miR-937-3p","MI0005759"
chr8,143813010,143813029,-,"hsa-miR-937-5p","MI0005759"
chr8,143837793,143837811,-,"hsa-miR-6845-5p","MI0022691"
chr8,143837756,143837776,-,"hsa-miR-6845-3p","MI0022691"
chr8,143945206,143945229,-,"hsa-miR-661","MI0003669"
chr8,144057354,144057375,-,"hsa-miR-6846-5p","MI0022692"
chr8,144057321,144057341,-,"hsa-miR-6846-3p","MI0022692"
chr8,144079879,144079901,+,"hsa-miR-6847-5p","MI0022693"
chr8,144079918,144079939,+,"hsa-miR-6847-3p","MI0022693"
chr8,144262716,144262737,-,"hsa-miR-7112-5p","MI0022963"
chr8,144262673,144262695,-,"hsa-miR-7112-3p","MI0022963"
chr8,144317288,144317310,-,"hsa-miR-6848-5p","MI0022694"
chr8,144317253,144317271,-,"hsa-miR-6848-3p","MI0022694"
chr8,144394193,144394216,-,"hsa-miR-939-5p","MI0005761"
chr8,144394161,144394181,-,"hsa-miR-939-3p","MI0005761"
chr8,144400088,144400109,-,"hsa-miR-1234-3p","MI0006324"
chr8,144400318,144400340,-,"hsa-miR-6849-5p","MI0022695"
chr8,144400277,144400298,-,"hsa-miR-6849-3p","MI0022695"
chr8,144435594,144435614,-,"hsa-miR-6893-5p","MI0022740"
chr8,144435551,144435572,-,"hsa-miR-6893-3p","MI0022740"
chr8,144462519,144462539,-,"hsa-miR-10400-5p","MI0033424"
chr8,144462485,144462506,-,"hsa-miR-10400-3p","MI0033424"
chr8,144791970,144791991,-,"hsa-miR-6850-5p","MI0022696"
chr8,144791935,144791954,-,"hsa-miR-6850-3p","MI0022696"
chr9,30216,30236,+,"hsa-miR-1302","MI0015978"
chr9,4850345,4850365,+,"hsa-miR-101-3p","MI0000739"
chr9,4850308,4850329,+,"hsa-miR-101-2-5p","MI0000739"
chr9,6007835,6007857,+,"hsa-miR-4665-5p","MI0017295"
chr9,6007871,6007896,+,"hsa-miR-4665-3p","MI0017295"
chr9,18573350,18573371,+,"hsa-miR-3152-3p","MI0014179"
chr9,18573316,18573337,+,"hsa-miR-3152-5p","MI0014179"
chr9,20411161,20411182,-,"hsa-miR-4473","MI0016825"
chr9,20502310,20502330,-,"hsa-miR-4474-5p","MI0016826"
chr9,20502277,20502298,-,"hsa-miR-4474-3p","MI0016826"
chr9,20716120,20716141,+,"hsa-miR-491-5p","MI0003126"
chr9,20716154,20716175,+,"hsa-miR-491-3p","MI0003126"
chr9,21512158,21512178,-,"hsa-miR-31-5p","MI0000089"
chr9,21512121,21512142,-,"hsa-miR-31-3p","MI0000089"
chr9,28863675,28863696,-,"hsa-miR-876-5p","MI0005542"
chr9,28863636,28863657,-,"hsa-miR-876-3p","MI0005542"
chr9,28888925,28888945,-,"hsa-miR-873-5p","MI0005564"
chr9,28888889,28888910,-,"hsa-miR-873-3p","MI0005564"
chr9,33108700,33108719,+,"hsa-miR-12117","MI0039719"
chr9,33467908,33467930,-,"hsa-miR-6851-5p","MI0022697"
chr9,33467869,33467889,-,"hsa-miR-6851-3p","MI0022697"
chr9,35608096,35608117,+,"hsa-miR-4667-5p","MI0017297"
chr9,35608139,35608159,+,"hsa-miR-4667-3p","MI0017297"
chr9,35710716,35710736,-,"hsa-miR-6852-5p","MI0022698"
chr9,35710684,35710700,-,"hsa-miR-6852-3p","MI0022698"
chr9,35732927,35732950,+,"hsa-miR-6853-5p","MI0022699"
chr9,35732974,35732995,+,"hsa-miR-6853-3p","MI0022699"
chr9,36823542,36823563,-,"hsa-miR-4475","MI0016827"
chr9,36864254,36864274,-,"hsa-miR-4540","MI0016911"
chr9,36893466,36893487,-,"hsa-miR-4476","MI0016828"
chr9,40929010,40929031,-,"hsa-miR-1299","MI0006359"
chr9,41233802,41233823,+,"hsa-miR-4477a","MI0016829"
chr9,41233765,41233786,-,"hsa-miR-4477b","MI0016830"
chr9,63819623,63819644,+,"hsa-miR-4477b","MI0016830"
chr9,63819586,63819607,-,"hsa-miR-4477a","MI0016829"
chr9,70810031,70810052,-,"hsa-miR-204-5p","MI0000284"
chr9,70809993,70810013,-,"hsa-miR-204-3p","MI0000284"
chr9,83969811,83969834,-,"hsa-miR-7-5p","MI0000263"
chr9,83969771,83969792,-,"hsa-miR-7-1-3p","MI0000263"
chr9,88745877,88745895,-,"hsa-miR-4289","MI0015898"
chr9,89312274,89312296,+,"hsa-miR-3153","MI0014180"
chr9,90023451,90023469,-,"hsa-miR-4290","MI0015899"
chr9,91636313,91636332,+,"hsa-miR-3910","MI0016414"
chr9,91636277,91636296,-,"hsa-miR-3910","MI0016431"
chr9,92292461,92292484,-,"hsa-miR-3651","MI0016051"
chr9,92528030,92528051,-,"hsa-miR-4670-5p","MI0017301"
chr9,92527991,92528012,-,"hsa-miR-4670-3p","MI0017301"
chr9,93594841,93594861,+,"hsa-miR-548au-5p","MI0019145"
chr9,93594874,93594894,+,"hsa-miR-548au-3p","MI0019145"
chr9,93819367,93819382,+,"hsa-miR-4291","MI0015900"
chr9,94175962,94175983,+,"hsa-let-7a-5p","MI0000060"
chr9,94176013,94176033,+,"hsa-let-7a-3p","MI0000060"
chr9,94176353,94176374,+,"hsa-let-7f-5p","MI0000067"
chr9,94176409,94176430,+,"hsa-let-7f-1-3p","MI0000067"
chr9,94178841,94178862,+,"hsa-let-7d-5p","MI0000065"
chr9,94178895,94178916,+,"hsa-let-7d-3p","MI0000065"
chr9,94809977,94809998,+,"hsa-miR-2278","MI0011285"
chr9,95065406,95065429,+,"hsa-miR-6081","MI0020358"
chr9,95085227,95085248,+,"hsa-miR-23b-5p","MI0000439"
chr9,95085265,95085287,+,"hsa-miR-23b-3p","MI0000439"
chr9,95085463,95085484,+,"hsa-miR-27b-5p","MI0000440"
chr9,95085505,95085525,+,"hsa-miR-27b-3p","MI0000440"
chr9,95086024,95086045,-,"hsa-miR-3074-3p","MI0014181"
chr9,95086063,95086083,-,"hsa-miR-3074-5p","MI0014181"
chr9,95086027,95086048,+,"hsa-miR-24-1-5p","MI0000080"
chr9,95086064,95086085,+,"hsa-miR-24-3p","MI0000080"
chr9,97363596,97363616,-,"hsa-miR-1302","MI0006369"
chr9,98229189,98229212,-,"hsa-miR-6854-5p","MI0022700"
chr9,98229149,98229169,-,"hsa-miR-6854-3p","MI0022700"
chr9,106600990,106601012,+,"hsa-miR-8081","MI0025917"
chr9,109046272,109046293,-,"hsa-miR-32-5p","MI0000090"
chr9,109046231,109046252,-,"hsa-miR-32-3p","MI0000090"
chr9,109511480,109511501,-,"hsa-miR-3927-3p","MI0016435"
chr9,109511518,109511538,-,"hsa-miR-3927-5p","MI0016435"
chr9,111271193,111271214,-,"hsa-miR-7702","MI0025238"
chr9,111932100,111932122,+,"hsa-miR-4668-5p","MI0017298"
chr9,111932147,111932169,+,"hsa-miR-4668-3p","MI0017298"
chr9,114209449,114209470,+,"hsa-miR-455-5p","MI0003513"
chr9,114209487,114209507,+,"hsa-miR-455-3p","MI0003513"
chr9,120244985,120245004,-,"hsa-miR-147a","MI0000262"
chr9,122120147,122120163,-,"hsa-miR-4478","MI0016831"
chr9,123111561,123111583,-,"hsa-miR-600","MI0003613"
chr9,123402567,123402588,-,"hsa-miR-601","MI0003614"
chr9,123485584,123485601,-,"hsa-miR-7150","MI0023610"
chr9,124692480,124692502,+,"hsa-miR-181a-5p","MI0000269"
chr9,124692518,124692539,+,"hsa-miR-181a-2-3p","MI0000269"
chr9,124693725,124693747,+,"hsa-miR-181b-5p","MI0000683"
chr9,124693763,124693782,+,"hsa-miR-181b-2-3p","MI0000683"
chr9,127690763,127690784,-,"hsa-miR-3911","MI0016415"
chr9,127785879,127785898,+,"hsa-miR-3960","MI0016964"
chr9,127785971,127785989,+,"hsa-miR-2861","MI0013006"
chr9,127869425,127869445,-,"hsa-miR-4672","MI0017303"
chr9,128244783,128244805,-,"hsa-miR-199b-5p","MI0000282"
chr9,128244745,128244766,-,"hsa-miR-199b-3p","MI0000282"
chr9,128244956,128244977,-,"hsa-miR-3154","MI0014182"
chr9,128392676,128392696,-,"hsa-miR-219a-5p","MI0000740"
chr9,128392632,128392653,-,"hsa-miR-219a-2-3p","MI0000740"
chr9,128392634,128392655,+,"hsa-miR-219b-5p","MI0017299"
chr9,128392676,128392698,+,"hsa-miR-219b-3p","MI0017299"
chr9,129869610,129869634,+,"hsa-miR-6855-5p","MI0022701"
chr9,129869650,129869671,+,"hsa-miR-6855-3p","MI0022701"
chr9,130241451,130241474,+,"hsa-miR-12126","MI0039728"
chr9,130626302,130626325,+,"hsa-miR-6856-5p","MI0022702"
chr9,130626342,130626363,+,"hsa-miR-6856-3p","MI0022702"
chr9,132945714,132945733,+,"hsa-miR-548aw","MI0019283"
chr9,133052001,133052022,+,"hsa-miR-6877-5p","MI0022724"
chr9,133052035,133052055,+,"hsa-miR-6877-3p","MI0022724"
chr9,134379449,134379470,+,"hsa-miR-4669","MI0017300"
chr9,134849302,134849323,-,"hsa-miR-3689c","MI0016832"
chr9,134849534,134849555,-,"hsa-miR-3689a-5p","MI0016090"
chr9,134849494,134849515,-,"hsa-miR-3689a-3p","MI0016090"
chr9,134849660,134849681,-,"hsa-miR-3689d","MI0016834"
chr9,134850206,134850227,-,"hsa-miR-3689b-5p","MI0016411"
chr9,134850166,134850187,-,"hsa-miR-3689b-3p","MI0016411"
chr9,134850332,134850353,-,"hsa-miR-3689d","MI0016835"
chr9,134850614,134850635,-,"hsa-miR-3689e","MI0016836"
chr9,134850783,134850804,-,"hsa-miR-3689f","MI0016837"
chr9,136519604,136519625,-,"hsa-miR-4673","MI0017304"
chr9,136546182,136546202,-,"hsa-miR-4674","MI0017305"
chr9,136670616,136670636,+,"hsa-miR-126-5p","MI0000471"
chr9,136670653,136670674,+,"hsa-miR-126-3p","MI0000471"
chr9,136746941,136746960,-,"hsa-miR-6722-5p","MI0022557"
chr9,136746903,136746924,-,"hsa-miR-6722-3p","MI0022557"
chr9,136830996,136831013,+,"hsa-miR-4292","MI0015897"
chr9,136886777,136886798,+,"hsa-miR-4479","MI0016838"
chr9,137169236,137169255,-,"hsa-miR-3621","MI0016012"
chr9,137450061,137450081,-,"hsa-miR-7114-5p","MI0022965"
chr9,137450026,137450046,-,"hsa-miR-7114-3p","MI0022965"
chr9,137838434,137838456,+,"hsa-miR-602","MI0003615"
chrX,1293927,1293949,+,"hsa-miR-3690","MI0016091"
chrX,2609229,2609252,+,"hsa-miR-6089","MI0020366"
chrX,6383907,6383924,-,"hsa-miR-4770","MI0017411"
chrX,7147869,7147891,+,"hsa-miR-4767","MI0017408"
chrX,8126980,8127001,+,"hsa-miR-651-5p","MI0003666"
chrX,8127018,8127039,+,"hsa-miR-651-3p","MI0003666"
chrX,11318656,11318677,-,"hsa-miR-548ax","MI0019286"
chrX,13590293,13590312,+,"hsa-miR-6086","MI0020363"
chrX,16627019,16627040,-,"hsa-miR-548am-3p","MI0016904"
chrX,16627055,16627076,-,"hsa-miR-548am-5p","MI0016904"
chrX,17425889,17425910,+,"hsa-miR-4768-5p","MI0017409"
chrX,17425927,17425946,+,"hsa-miR-4768-3p","MI0017409"
chrX,20017101,20017122,-,"hsa-miR-23c","MI0016010"
chrX,28495575,28495593,-,"hsa-miR-6134","MI0021279"
chrX,29574286,29574308,+,"hsa-miR-4666b","MI0019299"
chrX,32583711,32583732,-,"hsa-miR-3915","MI0016420"
chrX,32641490,32641508,-,"hsa-miR-548f-3p","MI0006378"
chrX,38023912,38023932,-,"hsa-miR-548aj-3p","MI0016815"
chrX,38023949,38023971,-,"hsa-miR-548aj-5p","MI0016815"
chrX,39661276,39661298,+,"hsa-miR-3937","MI0016593"
chrX,39837562,39837581,+,"hsa-miR-1587","MI0016905"
chrX,45746221,45746242,-,"hsa-miR-221-5p","MI0000298"
chrX,45746180,45746202,-,"hsa-miR-221-3p","MI0000298"
chrX,45747073,45747094,-,"hsa-miR-222-5p","MI0000299"
chrX,45747036,45747056,-,"hsa-miR-222-3p","MI0000299"
chrX,47587436,47587459,+,"hsa-miR-4769-5p","MI0017410"
chrX,47587476,47587497,+,"hsa-miR-4769-3p","MI0017410"
chrX,50003167,50003188,+,"hsa-miR-532-5p","MI0003205"
chrX,50003204,50003225,+,"hsa-miR-532-3p","MI0003205"
chrX,50003517,50003537,+,"hsa-miR-188-5p","MI0000484"
chrX,50003556,50003576,+,"hsa-miR-188-3p","MI0000484"
chrX,50008443,50008465,+,"hsa-miR-500a-5p","MI0003184"
chrX,50008482,50008503,+,"hsa-miR-500a-3p","MI0003184"
chrX,50008968,50008991,+,"hsa-miR-362-5p","MI0000762"
chrX,50009005,50009026,+,"hsa-miR-362-3p","MI0000762"
chrX,50009735,50009756,+,"hsa-miR-501-5p","MI0003185"
chrX,50009772,50009793,+,"hsa-miR-501-3p","MI0003185"
chrX,50010682,50010699,+,"hsa-miR-500b-5p","MI0015903"
chrX,50010722,50010741,+,"hsa-miR-500b-3p","MI0015903"
chrX,50013256,50013277,+,"hsa-miR-660-5p","MI0003684"
chrX,50013292,50013312,+,"hsa-miR-660-3p","MI0003684"
chrX,50014613,50014633,+,"hsa-miR-502-5p","MI0003186"
chrX,50014649,50014670,+,"hsa-miR-502-3p","MI0003186"
chrX,52336612,52336632,-,"hsa-miR-8088","MI0025924"
chrX,53195463,53195483,-,"hsa-miR-6895-5p","MI0022742"
chrX,53195411,53195432,-,"hsa-miR-6895-3p","MI0022742"
chrX,53198917,53198940,-,"hsa-miR-6894-5p","MI0022741"
chrX,53198889,53198909,-,"hsa-miR-6894-3p","MI0022741"
chrX,53405739,53405760,-,"hsa-miR-6857-5p","MI0022703"
chrX,53405673,53405693,-,"hsa-miR-6857-3p","MI0022703"
chrX,53556299,53556320,-,"hsa-miR-98-5p","MI0000100"
chrX,53556241,53556262,-,"hsa-miR-98-3p","MI0000100"
chrX,53557246,53557267,-,"hsa-let-7f-5p","MI0000068"
chrX,53557196,53557217,-,"hsa-let-7f-2-3p","MI0000068"
chrX,55451561,55451581,-,"hsa-miR-4536-5p","MI0016906"
chrX,55451495,55451515,-,"hsa-miR-4536-3p","MI0016906"
chrX,55451496,55451516,+,"hsa-miR-4536-5p","MI0019149"
chrX,55451562,55451582,+,"hsa-miR-4536-3p","MI0019149"
chrX,63786055,63786075,-,"hsa-miR-1468-5p","MI0003782"
chrX,63786012,63786033,-,"hsa-miR-1468-3p","MI0003782"
chrX,66018895,66018916,+,"hsa-miR-223-5p","MI0000300"
chrX,66018937,66018958,+,"hsa-miR-223-3p","MI0000300"
chrX,70022864,70022884,+,"hsa-miR-676-5p","MI0016436"
chrX,70022899,70022919,+,"hsa-miR-676-3p","MI0016436"
chrX,74218392,74218414,-,"hsa-miR-421","MI0003685"
chrX,74218587,74218608,-,"hsa-miR-374b-5p","MI0005566"
chrX,74218557,74218578,-,"hsa-miR-374b-3p","MI0005566"
chrX,74218561,74218582,+,"hsa-miR-374c-5p","MI0016684"
chrX,74218587,74218608,+,"hsa-miR-374c-3p","MI0016684"
chrX,74287164,74287185,-,"hsa-miR-545-5p","MI0003516"
chrX,74287126,74287147,-,"hsa-miR-545-3p","MI0003516"
chrX,74287325,74287346,-,"hsa-miR-374a-5p","MI0000782"
chrX,74287295,74287316,-,"hsa-miR-374a-3p","MI0000782"
chrX,76919285,76919304,-,"hsa-miR-384","MI0001145"
chrX,77005464,77005486,-,"hsa-miR-325","MI0000824"
chrX,78901204,78901220,-,"hsa-miR-4328","MI0015904"
chrX,84225797,84225818,-,"hsa-miR-548i","MI0006424"
chrX,85835832,85835849,+,"hsa-miR-1321","MI0006652"
chrX,85903681,85903702,-,"hsa-miR-361-5p","MI0000760"
chrX,85903641,85903663,-,"hsa-miR-361-3p","MI0000760"
chrX,95063192,95063212,-,"hsa-miR-548m","MI0006400"
chrX,106639828,106639847,+,"hsa-miR-548an","MI0016907"
chrX,110055389,110055409,+,"hsa-miR-652-3p","MI0003667"
chrX,110055349,110055373,+,"hsa-miR-652-5p","MI0003667"
chrX,110082121,110082144,+,"hsa-miR-3978","MI0016996"
chrX,112780728,112780746,-,"hsa-miR-4329","MI0015901"
chrX,114639445,114639466,+,"hsa-miR-764","MI0003944"
chrX,114651589,114651610,+,"hsa-miR-1912-3p","MI0008333"
chrX,114651556,114651577,+,"hsa-miR-1912-5p","MI0008333"
chrX,114652696,114652718,+,"hsa-miR-1264","MI0003758"
chrX,114715250,114715271,+,"hsa-miR-1298-5p","MI0003938"
chrX,114715304,114715324,+,"hsa-miR-1298-3p","MI0003938"
chrX,114763195,114763217,+,"hsa-miR-1911-5p","MI0008332"
chrX,114763232,114763251,+,"hsa-miR-1911-3p","MI0008332"
chrX,114823524,114823545,+,"hsa-miR-448","MI0001637"
chrX,118386440,118386461,+,"hsa-miR-1277-3p","MI0006419"
chrX,118386401,118386424,+,"hsa-miR-1277-5p","MI0006419"
chrX,119646763,119646784,-,"hsa-miR-766-3p","MI0003836"
chrX,119646799,119646820,-,"hsa-miR-766-5p","MI0003836"
chrX,121370986,121371008,+,"hsa-miR-3672","MI0016073"
chrX,134169425,134169446,-,"hsa-miR-363-5p","MI0000764"
chrX,134169382,134169403,-,"hsa-miR-363-3p","MI0000764"
chrX,134169544,134169565,-,"hsa-miR-92a-3p","MI0000094"
chrX,134169583,134169604,-,"hsa-miR-92a-2-5p","MI0000094"
chrX,134169727,134169748,-,"hsa-miR-19b-2-5p","MI0000075"
chrX,134169683,134169705,-,"hsa-miR-19b-3p","MI0000075"
chrX,134169850,134169872,-,"hsa-miR-20b-5p","MI0001519"
chrX,134169813,134169834,-,"hsa-miR-20b-3p","MI0001519"
chrX,134170084,134170106,-,"hsa-miR-18b-5p","MI0001518"
chrX,134170042,134170063,-,"hsa-miR-18b-3p","MI0001518"
chrX,134170244,134170266,-,"hsa-miR-106a-5p","MI0000113"
chrX,134170208,134170229,-,"hsa-miR-106a-3p","MI0000113"
chrX,134540231,134540252,-,"hsa-miR-450b-5p","MI0005531"
chrX,134540194,134540215,-,"hsa-miR-450b-3p","MI0005531"
chrX,134540393,134540414,-,"hsa-miR-450a-5p","MI0001652"
chrX,134540358,134540379,-,"hsa-miR-450a-1-3p","MI0001652"
chrX,134540564,134540585,-,"hsa-miR-450a-5p","MI0003187"
chrX,134540529,134540550,-,"hsa-miR-450a-2-3p","MI0003187"
chrX,134541400,134541422,-,"hsa-miR-542-5p","MI0003686"
chrX,134541364,134541385,-,"hsa-miR-542-3p","MI0003686"
chrX,134546371,134546393,-,"hsa-miR-503-5p","MI0003188"
chrX,134546331,134546353,-,"hsa-miR-503-3p","MI0003188"
chrX,134546680,134546701,-,"hsa-miR-424-5p","MI0001446"
chrX,134546644,134546664,-,"hsa-miR-424-3p","MI0001446"
chrX,136550892,136550913,+,"hsa-miR-934","MI0005756"
chrX,138667760,138667781,-,"hsa-miR-504-5p","MI0003189"
chrX,138667724,138667744,-,"hsa-miR-504-3p","MI0003189"
chrX,139924196,139924217,-,"hsa-miR-505-5p","MI0003190"
chrX,139924160,139924181,-,"hsa-miR-505-3p","MI0003190"
chrX,140926172,140926190,-,"hsa-miR-320d","MI0008192"
chrX,145992796,145992816,-,"hsa-miR-892c-5p","MI0022560"
chrX,145992760,145992781,-,"hsa-miR-892c-3p","MI0022560"
chrX,145994321,145994341,-,"hsa-miR-890","MI0005533"
chrX,145994830,145994850,-,"hsa-miR-888-5p","MI0005537"
chrX,145994794,145994815,-,"hsa-miR-888-3p","MI0005537"
chrX,145996679,145996699,-,"hsa-miR-892a","MI0005528"
chrX,145997208,145997229,-,"hsa-miR-892b","MI0005538"
chrX,146001100,146001121,-,"hsa-miR-891b","MI0005534"
chrX,146027841,146027862,-,"hsa-miR-891a-5p","MI0005524"
chrX,146027804,146027825,-,"hsa-miR-891a-3p","MI0005524"
chrX,147189753,147189774,-,"hsa-miR-513c-5p","MI0006649"
chrX,147189717,147189739,-,"hsa-miR-513c-3p","MI0006649"
chrX,147199093,147199114,-,"hsa-miR-513b-5p","MI0006648"
chrX,147199057,147199078,-,"hsa-miR-513b-3p","MI0006648"
chrX,147213538,147213555,-,"hsa-miR-513a-5p","MI0003191"
chrX,147213498,147213520,-,"hsa-miR-513a-3p","MI0003191"
chrX,147225900,147225917,-,"hsa-miR-513a-5p","MI0003192"
chrX,147225860,147225882,-,"hsa-miR-513a-3p","MI0003192"
chrX,147230753,147230773,-,"hsa-miR-506-3p","MI0003193"
chrX,147230788,147230809,-,"hsa-miR-506-5p","MI0003193"
chrX,147231002,147231022,-,"hsa-miR-507","MI0003194"
chrX,147236980,147237002,-,"hsa-miR-508-5p","MI0003195"
chrX,147236945,147236967,-,"hsa-miR-508-3p","MI0003195"
chrX,147250197,147250218,-,"hsa-miR-514b-5p","MI0014251"
chrX,147250161,147250181,-,"hsa-miR-514b-3p","MI0014251"
chrX,147258811,147258831,-,"hsa-miR-509-5p","MI0005530"
chrX,147258775,147258796,-,"hsa-miR-509-3p","MI0005530"
chrX,147259662,147259683,-,"hsa-miR-509-3p","MI0005717"
chrX,147259696,147259717,-,"hsa-miR-509-3-5p","MI0005717"
chrX,147260586,147260606,-,"hsa-miR-509-5p","MI0003196"
chrX,147260550,147260571,-,"hsa-miR-509-3p","MI0003196"
chrX,147272378,147272399,-,"hsa-miR-510-5p","MI0003197"
chrX,147272342,147272362,-,"hsa-miR-510-3p","MI0003197"
chrX,147279266,147279286,-,"hsa-miR-514a-3p","MI0003198"
chrX,147279301,147279323,-,"hsa-miR-514a-5p","MI0003198"
chrX,147281957,147281977,-,"hsa-miR-514a-3p","MI0003199"
chrX,147281992,147282014,-,"hsa-miR-514a-5p","MI0003199"
chrX,147284655,147284675,-,"hsa-miR-514a-3p","MI0003200"
chrX,147284690,147284712,-,"hsa-miR-514a-5p","MI0003200"
chrX,150228016,150228037,+,"hsa-miR-2114-5p","MI0010633"
chrX,150228052,150228072,+,"hsa-miR-2114-3p","MI0010633"
chrX,151168298,151168316,+,"hsa-miR-4330","MI0015902"
chrX,151958628,151958652,-,"hsa-miR-224-5p","MI0000301"
chrX,151958584,151958606,-,"hsa-miR-224-3p","MI0000301"
chrX,151959678,151959699,-,"hsa-miR-452-5p","MI0001733"
chrX,151959634,151959655,-,"hsa-miR-452-3p","MI0001733"
chrX,152392265,152392287,-,"hsa-miR-105-5p","MI0000111"
chrX,152392228,152392249,-,"hsa-miR-105-3p","MI0000111"
chrX,152393481,152393503,-,"hsa-miR-767-5p","MI0003763"
chrX,152393447,152393469,-,"hsa-miR-767-3p","MI0003763"
chrX,152394458,152394480,-,"hsa-miR-105-5p","MI0000112"
chrX,152394421,152394442,-,"hsa-miR-105-3p","MI0000112"
chrX,153335510,153335531,+,"hsa-miR-12129","MI0039731"
chrX,153981105,153981126,+,"hsa-miR-3202","MI0014252"
chrX,153981148,153981169,-,"hsa-miR-3202","MI0014253"
chrX,154019928,154019948,-,"hsa-miR-718","MI0012489"
chrX,154450320,154450341,+,"hsa-miR-6858-5p","MI0022704"
chrX,154450361,154450382,+,"hsa-miR-6858-3p","MI0022704"
chrX,154768596,154768619,+,"hsa-miR-664b-5p","MI0019134"
chrX,154768635,154768656,+,"hsa-miR-664b-3p","MI0019134"
chrX,154887376,154887398,-,"hsa-miR-1184","MI0006277"
chrX,155383116,155383138,-,"hsa-miR-1184","MI0015971"
chrX,155457577,155457599,+,"hsa-miR-1184","MI0015972"
chrY,1293927,1293949,+,"hsa-miR-3690","MI0023561"
chrY,2609229,2609252,+,"hsa-miR-6089","MI0023563"
chrY,4606140,4606158,+,"hsa-miR-9985","MI0032313"
